"YearMonth","PriceAvg","PrcpAvg","TAvg","Dom_USD_Period_Average"
2017-02-01,2034.0815,0.0392977607709751,84.2031179138322,4.37
2017-03-01,2057.80043478261,0.0808790322580645,83.6507936507936,4.48
2017-04-01,1961.15736842105,0.0782822751322751,83.2659259259259,4.2
2017-05-01,1983.485,0.162539426523298,82.2271249359959,4.24
2017-06-01,1998.24772727273,0.253536243386243,79.9818386243386,4.33
2017-07-01,1988.57952380952,0.117748544973545,78.3811375661376,4.37
2017-08-01,1988.55695652174,0.0382527777777778,77.184417989418,4.39
2017-09-01,1998.29761904762,0.0708686507936508,78.5757142857143,4.4
2017-10-01,2097.05454545455,0.111613415258577,80.9562724014337,4.38
2017-11-01,2127.90090909091,0.0258140096618357,81.4347826086957,4.4
2017-12-01,1917.6835,0.0265089605734767,81.5189708141321,4.41
2018-01-01,1951.96818181818,0.0162069892473118,82.1056067588326,4.42
2018-02-01,2122.799,0.0327274659863946,84.6498866213152,4.42
2018-03-01,2503.95095238095,0.0534585253456221,83.1331541218638,4.41
2018-04-01,2624.73571428571,0.0603125661375661,83.3537962962963,4.41
2018-05-01,2659.93681818182,0.195743727598566,81.0656041986687,4.41
2018-06-01,2410.75952380952,0.147820502645503,79.3327116402116,4.46
2018-07-01,2357.04727272727,0.126067076292883,78.2074116743472,4.65
2018-08-01,2171.61,0.0788060675883257,78.101164874552,4.71
2018-09-01,2195.088,0.134236772486772,78.7455026455026,4.74
2018-10-01,2134.20043478261,0.131906810035842,80.3184331797235,4.79
2018-11-01,2185.03636363636,0.0586730158730159,82.1921031746032,4.79
2018-12-01,2208.406,0.0054239417989418,83.2178439153439,4.81
2019-01-01,2263.33590909091,0.00981720430107527,84.131438812084,4.89
2019-02-01,2255.803,0.0591607142857143,84.4903486394558,5.02
2019-03-01,2200.48571428571,0.0597515873015873,84.1839153439153,5.18
2019-04-01,2331.13142857143,0.139421296296296,83.8309259259259,5.09
2019-05-01,2315.07636363636,0.147385048643113,81.8953917050691,5.11
2019-06-01,2407.73,0.187048544973545,79.865582010582,5.24
2019-07-01,2416.53086956522,0.0549713261648746,78.6777777777778,5.26
2019-08-01,2194.69727272727,0.0358064516129032,78.0836021505376,5.27
2019-09-01,2304.40380952381,0.148246296296296,78.8228703703704,5.31
2019-10-01,2435.27173913043,0.224301075268817,79.3670250896057,5.32
2019-11-01,2519.66333333333,0.0595398148148148,82.2586111111111,5.39
2019-12-01,2444.70619047619,0.0345948275862069,82.7949507389163,5.54
2020-01-01,2603.07318181818,0.00581362007168459,82.8853046594982,5.53
2020-02-01,2716.2105,0,85.891156462585,5.32
2020-03-01,2338.47181818182,0.0780062724014337,84.5349078341014,5.36
2020-04-01,2270.24142857143,0.0601585978835979,83.4503042328042,5.52
2020-05-01,2315.988,0.119563236047107,83.2552099334357,5.61
2020-06-01,2228.35681818182,0.201461243386243,80.3377116402116,5.64
2020-07-01,2101.74260869565,0.0500170250896057,78.3019713261649,5.67
2020-08-01,2348.67571428571,0.0124086021505376,78.2558243727599,5.68
2020-09-01,2457.89590909091,0.0780541005291005,78.9334788359788,5.69
2020-10-01,2292.05590909091,0.155137992831541,80.2539426523298,5.7
2020-11-01,2358.18523809524,0.09765,82.0117592592593,5.71
2020-12-01,2407.20136363636,0.021713389656938,82.4879672299027,5.72
2021-01-01,2391.4065,0.0327022529441884,82.791026625704,5.76
2021-02-01,2405.4415,0.0805468253968254,84.2075873015873,5.76
2021-03-01,2462.46652173913,0.0984991039426523,82.8757040450589,5.73
2021-04-01,2368.33285714286,0.0416322751322751,83.8812830687831,5.73
2021-05-01,2412.863,0.0580331541218638,83.1149769585253,5.73
2021-06-01,2366.23363636364,0.0368448412698413,80.9793650793651,5.75
2021-07-01,2327.1,0.119033538146441,79.0339477726575,5.78
2021-08-01,2484.31181818182,0.0900595238095238,78.8761776753712,5.83
2021-09-01,2558.09318181818,0.177453174603175,78.867328042328,5.86
2021-10-01,2567.56904761905,0.170796850998464,80.7132104454685,5.88
2021-11-01,2393.32590909091,0.0880868910782704,81.9995758073344,5.91
2021-12-01,2384.97409090909,0.0363439153439153,83.459246031746,5.95
2022-01-01,2467.35523809524,0,83.7397337429595,6.01
2022-02-01,2550.945,0.0115446796002352,84.6141534391534,6.31
2022-03-01,2461.38,0.0547410394265233,84.1244367639529,7.05
2022-04-01,2455.349,0.126539285714286,82.8539417989418,7.11
2022-05-01,2366.61681818182,0.177675371223758,81.9874935995904,7.13
2022-06-01,2321.78090909091,0.262408333333333,79.7292063492064,7.19
2022-07-01,2239.58285714286,0.0581644905273938,78.4740143369176,7.39
2022-08-01,2270.56565217391,0.0465436507936508,76.8029953917051,8.06
2022-09-01,2226.05454545455,0.20445785440613,77.7025998905309,8.75
2022-10-01,2245.00523809524,0.133418970814132,79.9530849974398,11.17
2022-11-01,2382.31954545455,0.0695906084656085,81.7589814814815,13.07
2022-12-01,2455.79761904762,0.0201075268817204,82.0306323604711,10.03
2023-01-01,2540.99142857143,0.00545161290322581,83.0849846390169,9.91
2023-02-01,2587.361,0.0688520408163265,83.9802154195011,10.86
2023-03-01,2669.12695652174,0.0540565796210958,83.0906426011265,11.01
2023-04-01,2823.43368421053,0.100241005291005,83.2631613756614,10.95
2023-05-01,2904.31863636364,0.0915564516129032,82.5637864823349,10.92
2023-06-01,3124.21863636364,0.272486243386243,79.5559126984127,10.98
2023-07-01,3348.39333333333,0.166383512544803,79.1881720430108,11
2023-08-01,3444.08,0.0636370967741935,78.196146953405,11.01
2023-09-01,3625.33571428571,0.101638095238095,79.1885714285714,11.06
2023-10-01,3691.61227272727,0.160341653865847,80.7786098310292,11.34
2023-11-01,4096.15818181818,0.154106481481481,82.442037037037,11.55
2023-12-01,4252.80058823529,0.0110967741935484,82.8108422939068,11.65
2024-01-01,4452.60272727273,0.0502611367127496,84.0946364567332,11.93
2024-02-01,5640.08809523809,0.0144532019704433,85.9007662835249,12.23
2024-03-01,7435.426,0.105533950617284,84.7355967078189,12.67
2024-04-01,9876.57954545455,0.0633953703703704,84.9339814814815,13.08
2024-05-01,7763.36954545455,0.16347037037037,83.6086111111111,13.78
2024-06-01,8380.1235,0.340605637657362,80.9528461959496,14.33
2024-07-01,7164.61869565217,0.0509402201740911,78.856592421915,14.75
2024-08-01,6791.95454545455,0.0351962962962963,77.4802777777778,15.1
2024-09-01,6421.82238095238,0.030159126984127,79.0299338624339,15.56
